Comment,Sentiment
dr iroku has nailed perfect balance of being fun and informative while remaining professional perfect for this series,positive
this video like many of your others has really resonated with me it has simplified what previously seemed intimidating and difficult to understand money management and its very basics,positive
очень вкусно скорей всего,neutral
this is so incredibly cozy your personal attention is instantly stress melting thank you abby xo,positive
your scientists were so preoccupied with whether or not they could they didnt stop to think if they should dr ian malcolm,neutral
this song makes me want to agree to the terms and services without reading them,positive
great song jimmy chuck would be proud,positive
hi krish we have pycaret library which you have shown in one of your video then is it advisable to use or we need to create individual model and compare them and finalise one kindly advise,neutral
hindi talaga matatalo si tatay randy sa ulam basta masarap lagi syang lamang pag hindi masarap ulam nila halos ayaw kumain ,neutral
i worked as a high school teacher for thirty years over the years it gradually dawned on me that the many educational theories which were forced on us were based on absolutely nothing but unproven theory learning style was just one of many nearly every year a new style or theory would be introduced nobody ever rigorously challenged these theories presented as facts demanding evidence and proof ever yet if you did not adapt your teaching to incorporate these unproven styles you would be judged to be a failing teacher so you had no choice at least whilst being observed i became quite cynical in the end because i realised the new methods were invented and then promoted by people just trying to further their career with something for their cv and each method would last a year or two before going out of fashion and being replaced by a new one god forbid anyone would actually just leave the teachers to use their own experience education and intelligence,negative
i watch your videos for your real talks and you never disappoint keep going youve reminded me of what someone once said the mind is the man the poor is in it and the rich is it too this sentence is the secret of most successful investors i once attended similar and ever since then i have been waxing strong financially and i most tell you the truth the bulls have been in control of the market for more than a month they have managed to push the price by more than 100 the majority of this rally has been without a considerable correction begging the question if one is pending following the test of the critical 2k level one thing is certain nobody knows what is going on our leadership in the country couldn’t be any worse from the press to the feds they are all terrible they say you can’t time the market but this one was easy to see coming every man woman and child no matter the age needs financial assistance doesn’t matter if your young or old we all need the stimulus check checks asap thats the major reason why one have to invest in crypto but not only investing rather invest and trade your assets for the gains its unfair on how things have turned up to be due to inflation things has been so difficult but btceth trading has helped me maintain financial stability although i believe that the benefits of successful trading come from an expert and that is why i made huge profits with the help of mr james wilson he is a genius and that is why i always advise beginnersinvestors to trade with professionals like him so far i have been able to increase my crypto trading portfolio from day trading from 107 btc to atop 1301 btc with the accurate trading signal provided to me by james and im an attestant to the accuracy of his trading strategy you all in search of a way to recover your looses from the crash and accumulate more profits can reach out to him for mentorship and profitable trading system on ͳeiєɠɾαm jameswilson21 cheers thank me later,positive
sarap ng ulam ninyo mga idol magluto naman kayo ng bicol express na super anghang at pa shout out gabion family from contod gubat sorsogon ,positive
i died when boosie said im not finished ,negative
banks hate crypto because people prefer to have usdt in their wallet instead of usd in a bank account,negative
thanks for this video very neatly calmly explained the major ml terms,positive
man he messed that one up so so bad had a free rook and totally threw his advantage right in the eternal bowels of fire hell,negative
wow you would think new yorkers would learn incredible,positive
a decade ago and yet it beats current music,neutral
hey cto great video did you send emails out that theres a waitlist for the course now and its unavailable to get if not then the scammers are getting feisty,neutral
eva looks so beautifulbut her role in this movie  is envious and jealousy she didnt want the man when he acted as blind and then when she knew that he wasnt then she wanted him her evil intentions destroyed their family,negative
for the randomness section we dont use time anymore we use cpu activity or noise entropy patterns etc as well as modulo arithmetic and state transition functions,neutral
liz cheney you are loved and admired a role model for the country both dems and reps you are a special human being smart and strong god bless you,positive
indonesia is a country that is rich in culture and indonesia has many unique features that are different from other countries indonesia has 17000 islands and more yhan 300 ethnic or tribal groups to be precise there are 1340 tribes ranging from natural beauty regional languages traditional dances traditional clothes traditional houses are different indonesia also has 718 regional languages ​​spread throughout indonesia indonesia is the country with the largest muslim population in the world namely 869 of the population of 275 million people indonesia is in the 4th position in the most population in the world ‌indonesia has 6 official religions namely islam christianity catholicism buddhism hinduism and confucianism majority of muslims but we can live side by side and respect each other because we have the basic of the pancasila state which is bhinneka tunggal ika the meaning is that even though we are different but in essence the indonesia nation remains one unit likewise with different tribes we are still different united live in peace ‌ if you want to know indonesia more deeply we will give some suggestions to react for us too we will always appreciate that 1 wonderful indonesia emerald of the equator 2 geography now indonesia 3 10 best places to visit in indonesia 4 indonesia has been named the number 1 most beautiful country in the world by forbes international thanks for the appreciation we will be watching if you will react for us best regard from indonesia stay healthy gbu  ‌,neutral
if your customers love you your odds of success are dramatically higher great stuff,positive
let me note that computer graphics programming doesnt only involve images theres been some work on writing gpgpu software ie cudaopencl that accelerates system processes that are traditionally given to cpus in particular anything that can benefit from parallel computing will need gpu software,neutral
please keep these amazing episodes coming brian greene is so good at bringing everything and everyone together to present these amazing theories to all compelling with stellar production more please,positive
i love listening to classical music it calms and calms the soul,positive
dostoevskys dead said the citizeness but somehow not very confidently i protest behemoth exclaimed hotly dostoevsky is immortal the master and margarita,neutral
startups and bitcoin tech definitely hiring freeze at big tech companies maybenah you still get regular churnovers that free up positions especially now where ppl switch jobs every 2 yrs can you imagine a world without amazon google microsoft what are ppl gonna do switch to linux and roll with libra office and vim,neutral
first time getting into watching the asmr gaming kinda videos been into asmr things for about 5years idk why i havent watched these sooner this was actually super enjoyable and entertaining to watch hell yea loved it,positive
libertoncorp is young holding almost anything mentioned here is a good hold because the vhs or beta will only show in time i want to hold them early its sad that most dont think of these things as good future holds instead of being out of the market and bottom hunting are we the adopters or are we scavengers surely one of these layer ones will become the standard and i dont want to sell any of them too early,neutral
326 how many genders are there “i don’t fucking know i’m just tryna get some money” said every corporation lol,negative
at 704 its sooo funny how chandler just is making faces it really shows his great personality ,positive
very inspirationalthanks to the makers of this movie for bringing life with current actorsactresses to an old love story from the biblewell done,positive
this just shows how good youtube can be for teaching several one hour long lessons compressed into a single video for everyone to watch for free no matter where you are,positive
upi కి చార్జీలు వేస్తే digitalisation ఆగిపొద్ది,neutral
i am a teacher and a learner and the way you explain such a complicated and abstract concepts like classes functions and methods is outstanding great teaching skills,positive
i dont care how many cops there they are not going in to protect ussoooo sad,negative
love that they repeat the question before answering its hard to follow online classes when some students ask something and you only get the answer,neutral
can we do more to make college cheaper rather than give away government money to bloated universities,neutral
2737 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative ,positive
i can’t even this game is going to be so good the added player titles the new music absolutely slaps and the new victory animations and just everything else,positive
i absolutely love natureit just calming to me n watching the behavior of all the animals is very fascinating,positive
in the end we will remember not the words of our enemies but the silence of our friends mlk jr,neutral
she is a lovely lady glad i found her i am also a literature student and i love it,positive
im taking a few online ml tutorials and have a text book not related to the course and i have to say that it is very similar to what i did in econometric with regards to predicting the regression analysis in ml is the same as i did in econometric but i just i didnt use python to do it i was using stata but you could use r to do the same thing and now days im sure they are teaching python in economics at any rate even after taking econometrics and taking a ml course i still find it hard to use this knowledge for anything specific or maybe more aptly how to apply this knowledge to anything useful albeit i do recognize that ml is a large topic and the first part of learning ml that i am doing including the textbook all start off doing regression analysis and maybe that is what everyone doesnt use when they talk about ml and the other parts i have yet to get to like ai and neural networks is all the rage that everyone is talking about idk i often hear people say that ml is used for large datasets like at netflix google amazon or etc to help suggest something or something along those lines well thats all fine and good but i dont work at a company like netflix or google in terms of having that much data or that level of skill the other problem is that to use ml at such companies is not really covered as they simple will say in the textbook or ml course that it is very complicated and wont go into thus kind of making the example of these fang companies almost useless in the short term and medium term when you learn about ml you often will be taught forecasting and you will be able to display it on a nice chartgraph with a line through it eg the trend line technically you could use excel to reproduce some of the things i have learned in ml so at times feels kind of pointless and demotivating or other things in ml like predict a single element if you have data on peoples age salary and whether or not they bought a car you can then ask your data if someone at 30 years old and that makes 70k will they buy a car it will be based off a percentage of course but it will come out as a 1 or 0 indicating they bought it or not the problem is normally at the end of all these tutorials the instructor will say something like the data you see in real life will never look like this and say this is for educational purposes and real life application is much harder as it has more variables etc so it becomes hard to do your own projects in ml because they dont really explain what variables you should be including or looking at for your own projects most of the time the ml tutorials focuses on how to do the predicationtrend line and not care how you got the data and what data items you should be using they just give you datasets from a website or make their own dataset this is a huge issue if you want to try doing ml on your own data because they dont teach you what data you should be capturing or what practical purposes you could use this for on a smaller scale such as a smallmedium business or say your website has x amount of traffic etc im often left wondering how the ml regression analysis chart that has a slope and line of best fit will be used in anything that they mention such as the things they say at the start of the chapter for example in my book they talk about using ml to create a spam filter and then you start off at the basics of learning about linear regression or they talk about using housing price data to predict how expensive a house will be based off like 57 factors but to be honest the housing sample is a great example but i often have trouble trying to think of a problem that i could create using ml to predict a result ie my own project also the examples often are intuitive like yeah the bigger a house the more expensive its going to be i dont even need data or run ml on it to know that it can get demotiving at times so the examples are illustrator of basically what you already know to be true like predicting gas prices will be higher in the summer time because more people drive because of more people take vacationtravel during summer also they never mention how to implement that line graph into an application like the mentioned spam filter its 200 pages like that countless hours of videos from tutorials saying now of course the real life data will not look anything like this but you get the idea i am kind of stuck inbetween smashing my head against the wall listening to the instructor on how a graph with a slope is ml and hoping that the next item they teach will get me to what i want im tempted to skip 20 hours or 200 pages ahead and dive into the neural networks but cant stop thinking that maybe regression analysis is going to be required or some of the tricks you are suppose to learn along the way will be helpful in the ai section or whatever so far its like learning basic statistics but in python,neutral
most games these days look mind blowing especially when you can remember when gaming pretty much first started with games like pong etc,positive
at the beginning they mention the oceans stagnating but i find that troubling with the effects of the moon plate tectonics wouldn’t they have had a more significant impact on the earth i get confused when our land mass was a combined continent but there’s no mention of that as a factor in these earlier extinctions or are we meant to know that ourselves also there would’ve been more frequent meteor impacts at that time too although they’d be harder to prove but i wouldn’t know i’m certainly no expert on the subject i just rely on logic,negative
when money plays out those millionaires have many ways to evade prosecution but when poor people get in trouble they are doomed,negative
its really interesting that you said that placentas texture is very mushroomlike because theres a really good manga that featured evil babies that grew out their placentas into fake mushrooms so they could mind control the hospital staff by feeding them the placentashrooms makes you wonder if junji ito ate placenta before,positive
thank you a thousand times for this explanation i can definitely understand now how some teammates and coaches didn’t like trevor but speaking as a fan of the indians during his time in cleveland i can say we loved trevor and were sorry to see him go though i understand why,neutral
2323 hermosa elección 18kissxuno los mortales abian apreciado tan hermosa mujer 1010 hopi sweeter 1112 sun hotter 0018 joonie cooler 1800 yoongy butter 2323 son unos de los mejores conciertos mañas no se la las elecciones cinematográficas y artísticas son brillantes referencias culturales europeas realmente interesantes ojalá la cultura europea se representara más a menudo tan bellamente no puedo dejar de decir oh esto es hermoso a lo largo del video luz en serio el que se encargue de la iluminación genial,neutral
the guys screams for help when the boats spawned had me dead,negative
1730 do you know how you remember that mycology is the study of fungi because mike is a fun guy hyuck hyuck hyuck,positive
great work the school of life its really heart warming that you made an effort to study the current education system and provided with a simple solution like focusing on the life challenging subjects having said that i dont want this to be just anther video i want us all to collaborate and design a real time working ed system test and work on it at small scale first then making it biggerlater because i dont want the future and the current generation to suffer the same fate as we did peace3,positive
genderbent kermit pole dancing me lord forgive me for what im about to do,neutral
excellent video ive seen tons of this starting videos and you actually gave practical and specific tips to start thank you,positive
very ambitious and respectable ill throw my name in the hat and see what happens ,positive
honestly my main take away is that ive been saying tinnitus wrong my whole life,negative
the original 360s dashboard was so cool looking id like to use it over the latest one,positive
thank you richard for your interview tips i participated in 3 interviews and i got all three including my dream job its amazing how your tips are applied in real terms and successful,positive
its a weird feeling isnt it emotions being so powerful that even a simple song can display so much of it,positive
havent seen elon this relaxed in an interview for quite a while good job guys,positive
im surprised wolvez and space were up for this tbh,neutral
já bugou minha cabeça de tanta boniteza você faz no minecraft,neutral
i have been studying deep learning for the last 3 weeks or so and this guy explained it like in 20 minutes i wish i had a teacher like him,positive
these animals are cool and interesting over last summer in upstate ny ive been seeing alot of endangered species returning up in lake minawaska i saw a few bald eagles last summer,positive
ติดตามอัพเดทข่าวสาร facebook twitter instagram blogspot,neutral
haydé como colega en it y persona te mereces mi más grande respeto te felicito no solo por esta excelente explicación sino también por tu desarrollo profesional hacen más mujeres como tú en la industria,neutral
happy to be one of the first viewers on this one been watching this channel since 2014 you’ve always reigned my favorite asmrtist excited to watch the video what a classic concept ,positive
crazy how this series went from kinda lightheartedly debunking ice cream icing and coke watermelon lifehacks to discussing about actually lifethreatening stuff thank you ann youre doing amazing work 3,positive
trap n yella punching the air on that drizzy bar this song snappin,positive
you make the world a better place jimmy thank you for what ,positive
george is always saying how “yummy” everything was so when he said “it tastes like st” i almost fell off my chair lmfao ,positive
killer video i think one area that is always overlooked in a predictive field like data science is causality its a really important area in order to understand how confounding can impact model power really digging your videos by the way,positive
we dont want over qualified students to intimidate others wow thats the best and honest thing i ever heard from a professor no wonder mit is a top institution the level of deliverance of education is way too perfect,positive
im sure everyone would love to hear about some materials youve gone through to follow this ds path getting an internship is impossible in japan,neutral
theres an obese rabbit in my neighborhood hes a wild one and nobody knows how he got so big but hes become popular enough that theres a couple slow down for wildlife signs i think hes probably living in a garden or maybe stealing outdoor pet food,neutral
trying to test out of bio 101 so i can eventually get my third degree nursing thanx hank along with that here is what i quickly typed down as a sort of summary feel free to fix  william prout discovered our stomachs have hydrochloric acid and discovered chemical composition of urea also discovered food is divided into carbs fats and proteins  carbohydrates are the source of all energy  carbs are made of sugars with the simplest being monosaccharides  glucose a monosaccharide number 1 sugar that comes from the sun  fructose same chemical as glucose but arranged differently and is sweeter  disaccharides are two monosaccharides put together  sucrose fructose and glucose connected is a disaccharide joined by a covalent bond  polysaccharides are thousands of simple sugar units  cellulose is a bunch of glucose molecules  bread is made of starch and amylase  our bodies store carbs in form of glycogen in our muscle until we need to use them  we store our energy long term through fat aka lipids  lipids are non polar and can’t dissolve in water  fats are made of glycerol and fatty acids  saturated fats don’t have double bonds while unsaturated fats do  trans fat do not exist in nature and are unsaturated and bad for the body  omega 3 fats unsaturated are essential but we need to eat them in order to get them  phospholipids form cell membrane walls to keep bad stuff out and good stuff in  phospholipids are one end polar and one end non polar  steroids a phospholipid made of 4 carbon rings are used to make cholesterol  proteins of made of 20 amino acids which do everything for the body  nitrogen can only be gotten into our bodies from food via foods high in protein  polypeptides are formed by long chains of amino acids  the 9 essential amino acids which are bodies can’t make on their own are histidine isoleucine leucine lysine methionine phenylalanine threonine tryptophan and valine,neutral
com tanto efeito verde ao mesmo tempo e com essa qualidade incrível já já aparece o dollynho com uma capa de super heroi minha série ,positive
i have gone through the whole video and am really grateful for the time youve invested in this the vivid pictures and friendly speaking pace were truly refreshing and helped balance the ubiquity of the text cheers from abidjan,positive
imagine spending tens of thousands on camera equipment so you can capture the scene at the highest fidelity and not at least close the blinds to avoid reflections,neutral
odcinek na przygodę,positive
i’m always amazed and mesmerized by your eating skills you are delightful,positive
definetely use the honey block under villager trick its incredibly helpful also i dont know if you can do this but also try doing it with mobs might be helpful when your capturing mobs for something or someone,positive
this girl really has an aussie feel to me funny that she’s britishfrench which you can see in ways but so much of her reminds me of my australian friends,positive
i know that you cant get into it in a short video but the political philosophy behind foss is fascinating in many ways foss or at least its driving philosophies predate proprietary software,positive
this is one of the best videos on the topic of interview tips that i’ve come across and i have been watching a ton of them i’m going into one of the most important interviews of my life tomorrow and feel confident that if i stick to this script i will land this job i’ll keep you guys posted,positive
it cant penetrate and come into ithank,neutral
i now know i like this guy i at first thought i had some type of prejudicial dislike of him maybe because he was too smooth and that goes against my grain but i love this guy because he does seem to care about things and many of them seem not to be regarding how much money he can make off of a ad for a person it seems as his reviews are sincere and these seem not to have to do with what ive seen only from him which is technology i really love the fact that this guy cares about peoples safety and he brings up some safety issues which people should be concerned about if they have children especially with the toys and the baby monitors yeah this guy is getting a big a from me,positive
maybe we could build more water reservoirs on a smaller scale to gather this much needed water just an idea,neutral
this is the movie you get when you combine mad max the postman book of eli and a low budget,neutral
i am not even in high school or junior high and i am learning this this person behind the screen teaching is so awesome he makes it so easy to understand everything and explains words and phrases i really hope to learn more from him,positive
keren seru gamenya,neutral
i used to sing this song with my bestfriend in the school library she passed away because of anorexie and now i sing it alone it hurts when you cant do the little things you loved to do with a person anymore right,negative
kind of ai,neutral
that fumble had me dying  thats just hilarious,positive
ich bin so froh auf diesen video du bist einfach so cool  und du machst die besten videos,positive
i noticed when peter quill looked at the guardians saying “look into the eyes of the people you love” nebula was there too implying nebula is part of the family,neutral
i hope they keep adding sports always had a blast with boxing,positive
banter has gone full bitboy,neutral
this was the first tutorial i watched when i started my canva journey so comprehensive thank you natalia,positive
great video guy love how you are diversifying and showing all sides of the economy instead of just crypto and you give other reporters a good run for their money guy do you think it doesnt matter how bad the chinese economy gets since the global village is slowly decoupling and when its all said and done china still has a substantial manifacturing base whereas the western manufacturing base has been mostly hollowed out i mean the west is mostly a service economy and not a manufacturing whats your prognosis,positive
texas really got mad underrated rappers they gon wake up sooner or later fashitsho,neutral
girl youre absolutely stunning your voice is so soothing i can listen to you all day ,positive
imagination badal pinned my comment  badalispiro,neutral
socrates was the teacher of plato plato was the teacher of aristotle aristotle was the teacher of alexander allegedly at the age of 32 julius caesar was seen crying under a statue of alexander because alexander died at 32 and had conquered the known world while julius hadnt done anything notable and was inspired by alexander to rule roman republic and finally it was due to julius caesar that that his nephew was able to create the roman empire and become the most powerful man in the world that nephew was gaius octavius who was given the title augustus meaning the revered one,neutral
the little animals are so cute and adorable a meaningful and relaxing video thanks for sharing,positive
oh my god its so cutethank you for sharing it looks amazing i also try to make like same videos,positive
i saw this video several months ago and took my sat last month with ur tips i got a 1540 thank u so much,positive
liquid nitrogen never ends m4tech poli,positive
absolute pleasure working on this thanks again for the opportunity,positive
12 years later and i still love this song give nickelback all the undeserved hate you want i think theyre good,positive
can you make more videos about women please sylvia plath simone de beauvoir virginia wolf george eliot harper lee the bronte sisters etc,neutral
you dont need to go to harvard to learn programming mosh is the expert on teaching programming than any universities in the world trust me i am witness i used to be one of the people who dont understand coding and got lowest grade in university but i decided to quit college and bought all his full stack courses now i fall in love with coding and becoming the best on the field thanks mosh,positive
what songbyrds husband eats kinda looks like bean soup we call it bableves in hungarian we just use a different type of bean its actually deliciousone of my fav soup,positive
love it i hope everyone here is doing well and if not better times lie ahead,positive
to the ones saying that its their fault for overexploiting quinoa production bolivia is the poorest country in all of south america rural people especially indigenous people living in the altiplano literally dont have enough money to live a propper life the quinoa boom meant that thousands of families could aford education bettering its living standars and getting out of poverty its really easy to talk about how unsustainable their practices where when your country got rich trough just as unsustainable practices plus the exploitation of millions of human beings,negative
odb sends his regards duuu duuuu,positive
never disappoints we’ll played,positive
whenever the republican says “raid” the interviewer needs to respond with “executed a lawful search for evidence of a crime which was obtained legally” and if when they counter with hillary’s emails they need to be reminded that trump was in office for four years and failed to “lock her up” so it’s just an inflammatory phrase,negative
it hurt ha now the father can feel the pain he likes to influenced,negative
thank you thank you thank you and god bless you i am writing a literature review of technology in nursing and did not realize how much my annotated bibliography and literature matrix would help in putting it all together you gave great examples for structure of the intro body and conclusion and useful points of transition also now i realize that i can write my paper as a thematic literature review absolutely brilliant,positive
you are the professor a student imagines getting in university thankyou for your support,positive
been looking forward for this interview sleazy that guy,positive
i’ve never seen so many monopoly doubles in my life,neutral
wow so cool i found your channel i remember watching you on technobuffalo back in the day which i used to be obsessed with cool to see youre still making tech content great vid,positive
does this mean buy is it going up ,neutral
ගජ මිතුරැ සංගමයට ජයක්,neutral
if he was winning nobody would be talking very true wordshopefully hans will comeback,positive
the women featured on his podcast are incredibly patient ,positive
funniest interview by far ray j played his role ,positive
pakistan tourism owes a great deal to you for revealing hidden gems such as hunza valley greetings from india,positive
i really like the way you teach got my juggling balls now i’m going to start practicing by the way i am 66 years old and i want to do this to keep my brain working well,positive
really nice video i am a current data analyst at a large tech company hoping to become a ml engineer eventually similar to a google software engineer whose capable of everything in that chart love the content keep it up,positive
its like watching a whole new god of thunder it doesnt feel like watching thor because hes so serious and in this he is taken to a joke,negative
as always jack thanks for reality in this open world people are doing same thing to beat the competition even this is obvious if youre getting paid more youll get stress more,neutral
i like presidents who dont try to steal classified nuclear documents,neutral
sukumar sir is brilliant just blew away his sense of imagination and execution,positive
magnus is the biggest heart of chess player he delibrately lost himself at the final he won the tournament and won everything actually the true winner is someone who gives the winning to those who more needed magnus did and always does taking knight e6 are you kidding,positive
in my physic class the professor said “just perhaps someday we may know of there are other planets besides those our solar system” now we know of over 5000,neutral
lol what a way to present dry material with a dry approach yet making it interesting and easy to follow great job,positive
though reminding ourselves of the horrific times in the past might console us to get through this pandemic you cant deny that the definition of catastrophic is different for everyone the inequalities are huge the rosy picture you showed is probably in developed nations people have lost jobs lives dignity even democracies each time period has its own set of limitations and challenges ours is different,negative
the best way to get a narcissist is to figure out their weakness and fears under the facade of a tough narcissist is a fearful person always seeking to boost their ego,negative
how do you do the profile thing is it available on tablet ipad phone,neutral
ये पहले भारत से बाहरी मझब मुस्लिम में कन्वर्ट होते और फिर हमारे घर भारत में भारत के मूल निवासी को हिंदुओं को ही आँख दिखाते  नहीं चलेगा,neutral
thank you school of life for finally doing voltaire he was so witty and his views on many topics are admirable please do thomas paine next also other great thinkers you can possibly do next are david hume thomas jefferson and gottfried leibniz it would also be so cool if you did science as well along with philosophy and literature anyway your channel is great and i think your doing a fantastic job for culture im glad ive been a subscriber for this long and hope you get many more also i live in england and i might come visit your shop in london,positive
something ive noticed about alien spec bio things is that i dont often see structures analogous to fur or feathers on the critters i wonder why,negative
wow yummy ,positive
one of the people that inspired me to do artificial intelligence in areas that matter without coursera i would have not gotten where i am today thank you for this conversation lex,positive
its so fun to watch people whose talents are this impressive but its even more fun to watch jimmy and chris narrating together,positive
i remember when this first came out and i kept listening to it over and over,positive
if you would like more information about what happened to families during this time a great book to read would be red scarf girl the author actually lived through the cultural revolution and the book is a retelling of what she lived through my english teacher actually made a unit covering the cultural revolution he went very indepth and explain a lot of what happened he also had us do an essay comparing mao and a dictator of our own choice it was very informative and i believe that more people should be taught about this dark side of history,positive
ive been a painting contractor for 35 years just me and my brother except for the first few years when the winter was a little tricky weve been super busy the whole time all residential we have a van a paint sprayer and a powerwasher and a bunch of ladders and basic other supplies get good at something nobody wants or has time to do and youll always be busy you must do excellent work as well all our customers are our sales agents it has a low overhead you can expand if you want with employees but that does make it a bit more complicated,positive
honestly can’t wait for the camera testing you do on the pros as a iphone 8 user anything will be an improvement though lol,positive
10308 since we are talking about mines i wanted to ask you how you and the community feel about horizontal mines now i understand that the way that the terrain functions this is simply just impossible with your way of digging which is better for pit mines which i love because they leave a large impact on the world but it can be quite difficult to mine in very mountainy terrain as the slopes become too steep very often that is why i thought that perhaps we could have some sort of structure like a mineshaft entrance that would then allow your camera to get underground and for you to mine shafts with a line tool like how paths are made and hopefully fences in the future there could be various widths for technologies in the future like extra wide shafts for minecarts or tunnels with trains perhaps but that is far later into development you could also have parts that would allow you to make stair or ladder rooms to go up or down a level to make more compact or deeper mineshafts the way the terrain works currently actually really works with with that level system as when your dig out a secondary entrance it will be on a level already to match the tunnel networks a major issue with this though is how the camera system would work i could imagine a top down view working pretty well when building the tunnels however i feel like that might not fit the game i wouldnt have an issue with it but others may of course you can always do your standard 1st person view to walk around the mines if you want to but that wouldnt work when trying to make mineshafts i think edit i guess maybe you could still do your 1st person view if you could somehow make it look like you were actually underground and not just floating under the world and seeing through the ground another thing i thought of though is that this system would actually allow you to dig below sea level as all you would need to do is not render water underground i say that as if it is easy when i actually know hardly anything about game development but i do believe that should be achievable but going far underground would allow you to find metals that you normally wouldnt which i think would be cool of course it would probably be behind some kind of research that would allow you to brace your tunnels or something to prevent collapse,neutral
i love how lou was literally more excited about the caliper than the phone humorous,positive
thanks really helpful i just got my xbox one series x and like how you walked through the unboxing and setup,positive
wow you guys crispy pata looks so delicious girls you guys always make me very hungry i enjoy your channel every day may god bless you both love sophia brown from canada,positive
the screw up was turning it on without making sure it was 100 dry theres a possibility it wouldve worked fine,neutral
hopefully we stop hearing about how much trouble leeds are in without raphinhaphillipsbamford i love all 3 but we have replaced them well,positive
con dios podemos alcanzarlo todo y mucho más de lo que imaginamos,positive
imagine we could just buy a sized sheet of film like a screen protector then place it on any window or surface we like such as a mirror bench top or car windscreen and then be able to utilise it like a touch screen  would be more practical than buying an expensive mirror,positive
im so happy that you started giving courses on machine learning i appreciate your clear teaching style,positive
i’ve commented on a previous video he put out around a year go that i was gonna get my life in check lose some fat and get healthy i can happily say i’m down 97 lbs i weighed in this morning at 209 lbs and honestly haven’t feel better in my life thank you for the motivation i needed i hope you find happiness in your life,positive
to the people saying that growing bonsais is torture i just want to say that many of the training methods are also applies in other tree nurseries where the trees for parks streets and gardens are grown they are repotted pruned the roots too wired and they get limited amounts of nutrients in order to grow into the desired shape of course it isnt neccessary to keep bonsais at such a small size when the trees could become much bigger but as long as they are kept healthy i dont see a problem with it i think that few wild trees actually have the resources to grow to their full potential and especially not the ones that grow in urban settings,neutral
that’s so easy and fun ,positive
i love how you are being open to your community this helps the community to feel engaged in your projects anyways i feel like this advice of yours can really help me in what i need to do so thanks hope you have a great day also what if you release your pizzatime game to public xd,positive
i wish ethan would meet andrew tate in real life he would be outmatched,neutral
it is a shame that ben has to go behind joe and clean up his terrible policies,negative
i want neil gaiman rick riordan and stephen fry all in one room discussing myths and mythology that would be a colab of a century for me,neutral
you know you can just get rechargeable ones for xbox i haver two and its great some people just like using batteries but every one different,positive
hi i´m an international student do you think i have to take sat and submit my test scores how important is that for a class of 2028 especially if i want to get into a good university,neutral
incredible we have to starve the narcissists of people to do business with bernie thank you bernie for getting our weak voices out there with complaints that we can view publically so we know we are not alone that there are people both in our shoes and also those willing to help from their care for us and our problems,positive
imagine the rsc with all its talented actors producing an audiobook recordingdramatisation of paradise lost oh bliss,positive
do they basically have their own game development team for this channel now this is crazy,neutral
im watching this while im sad and honestly hes kinda wholesome i feel like if he was teaching his kids how to cook he would teach them in this manner probably in more advanced recipes since this would be pretty basic to him hes just a dude thats highly passionate about cooking,positive
this is therapy his voice the setting the sounds videography is all so peaceful and this truly made my day,positive
wave race being here is pretty damn hype hoping we get dk64 and uh maybe goldeneye soon,positive
wow amazing maxwell just gave away the secret to running a successful business i own and operate my own company and 95 of what he said is something you cant learn from school honestly well done,positive
2100 khi anh duy muốn chở hàng nhưng ko đủ xiền mua xe to 3,neutral
apple tv dijo este año voy con todo en lo personal desde the afterparty ha lanzando excelentes series en diferentes géneros y siempre con calidad para mi es la plataforma que ha tenido mayores sorpresas en el 2022 the afterparty shining girls the essex serpent black bird pachinko severance… y recientemente estoy viendo five days at memorial bastante interesante agregaría también que slow horses ya tiene grabada su segunda temporada y que están confirmadas 4 que conforman los libros en los que está basada la serie ¡saludos líder,neutral
erin is so unbiased integrity is just a word in the dictionary to her much like virtue,neutral
sounds like a great way to develop ptsd anxiety and panic disorders youll end up with issues if you didnt start with one,negative
reminder that all resources i mentioned are linked in the description thanks for watching everyone let me know what your goals for this year are below mine are do a project with a generative adversarial neural net enter at least 1 kaggle competition do at least 4 projects and share them on youtube,positive
ich liebe diese ganzen einzelnen comebacksbitte mach weiter so,positive
these guy excudes such a positive energy that they tends to lift spirits ,positive
